,CustomerID,UniqueYears,NumUniqueItems,Amount,FrequencyPurchase,Recency,Cluster,WeightedScore,RiskCategory
999,14231.0,1,47,2297.8902000000003,3,183,0,12559.451000000001,Low Risk
1000,14232.0,1,81,744.681,5,42,0,4198.405000000001,Medium Risk
1001,14233.0,1,30,374.5763,4,48,0,2220.8815,Medium Risk
1002,14234.0,1,122,625.1832,4,21,0,3614.916,Medium Risk
1003,14235.0,1,65,555.9424,5,74,0,3366.712,Medium Risk
1004,14236.0,2,15,150.8544,2,80,1,1211.272,High Risk
1005,14237.0,1,9,681.81,1,372,0,5302.049999999999,Medium Risk
1006,14238.0,1,8,109.33999999999999,1,325,0,2201.7,Medium Risk
1007,14239.0,1,83,2380.1013,11,42,0,12405.5065,Low Risk
1008,14240.0,1,37,893.8171,2,29,0,4735.0855,Medium Risk
1009,14241.0,1,10,60.432500000000005,1,183,0,1253.1625,High Risk
1010,14242.0,1,13,401.6039,2,234,0,3227.0195,Medium Risk
1011,14243.0,2,99,3537.2781999999997,10,8,1,18067.391,Low Risk
1012,14245.0,1,107,1937.2601,2,219,0,11112.3005,Low Risk
1013,14246.0,1,57,1059.3561,3,110,0,6031.7805,Medium Risk
1014,14247.0,1,19,514.9436,1,277,0,4022.718,Medium Risk
1015,14248.0,1,8,138.6214,1,317,0,2308.107,Medium Risk
1016,14250.0,1,94,1053.7536,3,6,0,5594.768,Medium Risk
1017,14251.0,1,37,487.1442,5,1,0,2573.721,Medium Risk
1018,14256.0,2,51,1424.2495,2,259,1,8581.2475,Medium Risk
1019,14257.0,1,88,2435.3814,5,63,0,12777.907000000001,Low Risk
1020,14258.0,1,58,2585.763,9,8,0,13180.814999999999,Low Risk
1021,14259.0,1,5,72.9325,1,141,0,1090.6625,High Risk
1022,14261.0,1,52,2139.6471,2,50,0,11114.2355,Low Risk
1023,14262.0,1,87,882.6581,8,7,0,4743.2905,Medium Risk
1024,14264.0,1,15,861.3276000000001,2,154,0,5131.638000000001,Medium Risk
1025,14267.0,1,25,1835.5016999999998,3,162,0,10076.5085,Low Risk
1026,14270.0,1,29,932.8874999999999,1,331,0,6412.4375,Medium Risk
1027,14271.0,1,10,149.9067,1,225,0,1910.5335,Medium Risk
1028,14272.0,1,33,536.0351,2,73,0,3154.1755000000003,Medium Risk
1029,14273.0,1,22,220.5362,4,50,0,1436.681,High Risk
1030,14276.0,1,52,643.6936000000001,3,98,0,3878.4680000000003,Medium Risk
1031,14280.0,1,8,297.7939,1,196,0,2498.9695,Medium Risk
1032,14282.0,2,70,463.4576,15,2,1,2601.288,Medium Risk
1033,14284.0,1,24,969.5,2,30,0,5079.5,Medium Risk
1034,14285.0,1,18,1051.7725,4,20,0,5430.8625,Medium Risk
1035,14286.0,1,220,1244.3917,3,23,0,7010.9585,Medium Risk
1036,14287.0,1,9,58.654399999999995,3,7,0,369.272,High Risk
1037,14288.0,1,16,261.56,1,212,0,2421.8,Medium Risk
1038,14289.0,1,33,1862.902,6,8,0,9479.51,Low Risk
1039,14290.0,2,89,3111.6486000000004,5,10,1,15899.243000000002,Low Risk
1040,14291.0,1,145,3457.2794999999996,10,1,0,17768.3975,Low Risk
1041,14292.0,1,64,2148.9982,9,7,0,11009.991,Low Risk
1042,14293.0,2,51,561.2903,4,2,1,2989.4515,Medium Risk
1043,14295.0,1,5,19.2025,1,39,0,312.0125,High Risk
1044,14297.0,1,48,570.2324,4,17,0,3098.162,Medium Risk
1045,14298.0,2,884,8351.3013,44,7,-1,44623.506499999996,Low Risk
1046,14299.0,2,94,2931.0924999999997,9,7,1,15012.462499999998,Low Risk
1047,14300.0,1,3,6.1674999999999995,1,18,0,135.8375,High Risk
1048,14301.0,1,13,28.1218,1,116,0,765.609,High Risk
1049,14304.0,1,17,657.6374999999999,1,222,0,4455.1875,Medium Risk
1050,14305.0,1,96,1007.0121,3,70,0,5687.0605000000005,Medium Risk
1051,14306.0,1,33,1098.8974,2,50,0,5853.487,Medium Risk
1052,14307.0,2,150,2110.3312,6,88,1,11469.656,Low Risk
1053,14309.0,2,74,1423.9287,9,7,1,7416.6435,Medium Risk
1054,14311.0,1,20,929.0482,1,242,0,5921.241,Medium Risk
1055,14312.0,1,74,2474.1969999999997,6,46,0,12848.984999999999,Low Risk
1056,14314.0,1,8,8.0291,1,106,0,600.1455,High Risk
1057,14315.0,1,64,2891.1187,6,44,0,14893.593499999999,Low Risk
1058,14317.0,1,24,448.0074,1,64,0,2638.0370000000003,Medium Risk
1059,14320.0,1,29,225.78709999999998,2,206,0,2255.9354999999996,Medium Risk
1060,14321.0,1,111,884.885,5,10,0,4829.425,Medium Risk
1061,14323.0,1,32,677.9907000000001,2,114,0,4065.9535000000005,Medium Risk
1062,14326.0,1,8,85.035,1,241,0,1660.175,High Risk
1063,14327.0,1,12,96.89750000000001,1,162,0,1336.4875000000002,High Risk
1064,14329.0,1,218,4174.5269,7,16,0,21636.6345,Low Risk
1065,14331.0,1,27,408.1678,2,123,0,2746.839,Medium Risk
1066,14332.0,1,22,145.8424,3,22,0,919.212,High Risk
1067,14333.0,1,15,1150.8375,1,67,0,6140.1875,Medium Risk
1068,14334.0,2,98,3299.2057,8,16,1,16906.0285,Low Risk
1069,14336.0,1,77,424.32779999999997,4,16,0,2450.6389999999997,Medium Risk
1070,14338.0,1,30,779.4929999999999,2,160,0,4797.465,Medium Risk
1071,14339.0,1,14,71.6728,1,242,0,1616.364,High Risk
1072,14340.0,1,6,74.495,1,218,0,1486.475,High Risk
1073,14341.0,1,109,1479.5396,7,44,0,7974.698,Medium Risk
1074,14342.0,1,18,369.4676,4,20,0,2019.338,Medium Risk
1075,14344.0,2,56,3378.3806000000004,8,126,1,17725.903000000002,Low Risk
1076,14345.0,1,6,94.9046,1,38,0,688.523,High Risk
1077,14346.0,1,55,8387.389799999999,2,120,0,42711.94899999999,Low Risk
1078,14348.0,1,18,263.14639999999997,1,259,0,2670.732,Medium Risk
1079,14349.0,1,31,258.2232,1,9,0,1435.116,High Risk
1080,14350.0,1,18,141.3634,1,273,0,2131.817,Medium Risk
1081,14351.0,1,1,18.0625,1,164,0,919.3125,High Risk
1082,14352.0,1,44,1407.7423999999999,4,156,0,7968.7119999999995,Medium Risk
1083,14353.0,1,6,12.175,1,214,0,1154.875,High Risk
1084,14354.0,1,9,19.6172,2,5,0,160.086,High Risk
1085,14355.0,1,11,136.6275,1,365,0,2547.1375,Medium Risk
1086,14356.0,1,33,948.3289,2,79,0,5245.6445,Medium Risk
1087,14357.0,1,39,286.86469999999997,1,42,0,1767.3235,High Risk
1088,14359.0,1,44,1416.9398999999999,3,18,0,7320.699499999999,Medium Risk
1089,14360.0,1,104,2649.6758,4,31,0,13733.379,Low Risk
1090,14362.0,1,37,387.4653,1,21,0,2159.3265,Medium Risk
1091,14364.0,1,61,1105.6046,8,108,0,6285.022999999999,Medium Risk
1092,14367.0,1,270,8430.7416,16,7,-1,43064.708,Low Risk
1093,14368.0,1,8,428.87999999999994,1,319,0,3769.3999999999996,Medium Risk
1094,14371.0,1,4,65.17,1,294,0,1813.85,High Risk
1095,14373.0,1,4,848.9899999999999,1,357,0,6047.95,Medium Risk
1096,14375.0,1,57,414.6819,1,184,0,3170.4094999999998,Medium Risk
1097,14377.0,1,11,2018.4675,2,190,0,11085.3375,Low Risk
1098,14379.0,1,39,347.6796,2,43,0,2080.398,Medium Risk
1099,14381.0,1,56,213.9944,1,51,0,1498.972,High Risk
1100,14382.0,1,121,716.9019,1,25,0,4078.5094999999997,Medium Risk
1101,14383.0,1,49,1292.0561,3,37,0,6806.2805,Medium Risk
1102,14385.0,1,13,53.6963,3,8,0,361.4815,High Risk
1103,14386.0,1,7,162.185,1,296,0,2317.925,Medium Risk
1104,14387.0,1,125,2705.3075,3,32,0,14075.537499999999,Low Risk
1105,14388.0,2,124,2734.7132,8,9,1,14126.566,Low Risk
1106,14389.0,1,33,386.9942,2,64,0,2363.971,Medium Risk
1107,14390.0,2,135,5410.1362,9,9,1,27540.681,Low Risk
1108,14393.0,1,5,150.79250000000002,1,217,0,1859.9625,Medium Risk
1109,14395.0,2,181,4408.4959,9,1,1,22630.4795,Low Risk
1110,14396.0,2,71,756.0874,2,64,1,4325.437,Medium Risk
1111,14397.0,1,18,787.1321,19,2,-1,4077.6605,Medium Risk
1112,14400.0,1,25,108.0316,1,148,0,1361.158,High Risk
1113,14401.0,2,113,975.4087,13,3,1,5287.0435,Medium Risk
1114,14403.0,1,17,1075.4039,4,129,0,6091.0195,Medium Risk
1115,14404.0,2,70,1884.0682,6,33,1,9823.341,Low Risk
1116,14406.0,1,8,174.5878,1,118,0,1492.9389999999999,High Risk
1117,14407.0,1,67,2530.2998,6,106,0,13408.499,Low Risk
1118,14408.0,1,60,675.8357,7,10,0,3639.1785,Medium Risk
1119,14409.0,2,40,1700.1308000000001,6,70,1,8998.654,Medium Risk
1120,14410.0,1,153,1943.7597,9,91,0,10670.7985,Low Risk
1121,14411.0,1,14,1226.9025,1,310,0,7732.5125,Medium Risk
1122,14412.0,1,43,645.6107,2,42,0,3577.0535,Medium Risk
1123,14413.0,1,22,289.515,1,361,0,3324.575,Medium Risk
1124,14414.0,2,79,233.53549999999998,7,91,1,1891.6775,Medium Risk
1125,14415.0,2,283,8243.0834,13,0,-1,42120.417,Low Risk
1126,14416.0,1,13,50.361,2,21,0,405.805,High Risk
1127,14418.0,1,114,2480.6730000000002,3,3,0,12774.365000000002,Low Risk
1128,14419.0,2,112,1787.8831,6,10,1,9353.4155,Low Risk
1129,14420.0,1,29,110.00370000000001,1,98,0,1133.0185000000001,High Risk
1130,14421.0,1,25,343.18510000000003,2,56,0,2080.9255000000003,Medium Risk
1131,14422.0,1,189,3518.8941,6,0,0,18187.4705,Low Risk
1132,14423.0,1,3,13.7275,1,217,0,1168.6375,High Risk
1133,14424.0,1,1,45.0241,1,17,0,319.1205,High Risk
1134,14426.0,1,183,4917.927,10,23,0,25295.635,Low Risk
1135,14427.0,1,16,84.8184,2,49,0,727.092,High Risk
1136,14428.0,1,108,4765.9879,5,6,0,24205.9395,Low Risk
1137,14431.0,1,17,585.8089,1,302,0,4496.0445,Medium Risk
1138,14432.0,1,256,1728.8418,6,9,0,9483.208999999999,Low Risk
1139,14434.0,1,3,292.92560000000003,6,21,0,1604.6280000000002,High Risk
1140,14436.0,1,9,165.9404,1,98,0,1352.702,High Risk
1141,14437.0,1,5,5.8325,1,365,0,1875.1625,Medium Risk
1142,14438.0,1,9,24.7425,1,305,0,1681.7125,High Risk
1143,14440.0,2,33,1807.3510999999999,5,7,1,9194.7555,Medium Risk
1144,14441.0,1,43,2291.5562999999997,4,0,0,11604.7815,Low Risk
1145,14443.0,2,84,1926.6703000000002,4,53,1,10170.3515,Low Risk
1146,14446.0,1,233,1743.4893,4,0,0,9434.4465,Low Risk
1147,14447.0,1,54,600.8538000000001,5,18,0,3278.2690000000002,Medium Risk
1148,14448.0,2,20,221.65249999999997,2,8,1,1220.2624999999998,High Risk
1149,14449.0,2,201,1318.9152000000001,4,18,1,7307.576000000001,Medium Risk
1150,14450.0,1,32,437.069,3,180,0,3195.3450000000003,Medium Risk
1151,14451.0,1,86,572.8092,2,59,0,3427.0460000000003,Medium Risk
1152,14452.0,1,55,1102.1214,2,10,0,5735.607,Medium Risk
1153,14453.0,1,22,413.46279999999996,1,189,0,3084.314,Medium Risk
1154,14456.0,1,580,5706.9033,9,4,-1,30332.516499999998,Low Risk
1155,14457.0,1,4,7.7114,1,310,0,1606.557,High Risk
1156,14459.0,1,37,845.3057,1,154,0,5113.5285,Medium Risk
1157,14460.0,1,14,10.0381,3,109,0,651.1905,High Risk
1158,14461.0,1,173,4396.3849,3,147,-1,23249.9245,Low Risk
1159,14462.0,1,150,3799.4075,11,65,0,19818.0375,Low Risk
1160,14463.0,1,6,385.7136,3,97,0,2445.568,Medium Risk
1161,14465.0,1,107,1690.8813,3,246,0,10019.406500000001,Low Risk
1162,14466.0,2,35,2084.2625,7,28,1,10698.3125,Low Risk
1163,14467.0,1,67,1308.3439999999998,4,17,0,6845.719999999999,Medium Risk
1164,14470.0,1,43,1836.2003,2,11,0,9375.0015,Low Risk
1165,14472.0,2,153,4378.5428999999995,8,103,-1,22902.7145,Low Risk
1166,14473.0,1,7,176.7037,2,73,0,1279.5185000000001,High Risk
1167,14474.0,1,29,1702.3134999999997,1,45,0,8829.5675,Medium Risk
1168,14475.0,1,35,731.991,3,71,0,4133.955,Medium Risk
1169,14476.0,1,17,325.8225,1,256,0,2966.1125,Medium Risk
1170,14477.0,1,7,36.0486,4,19,0,314.243,High Risk
1171,14479.0,2,18,394.08500000000004,2,253,1,3301.425,Medium Risk
1172,14480.0,1,13,181.105,1,10,0,1000.525,High Risk
1173,14481.0,1,25,208.13000000000002,2,164,0,1945.65,Medium Risk
1174,14482.0,1,110,1724.6655,6,17,0,9064.3275,Medium Risk
1175,14483.0,1,9,36.9839,1,281,0,1622.9195,High Risk
1176,14484.0,1,14,84.5202,1,49,0,715.601,High Risk
1177,14485.0,1,44,496.3091,1,38,0,2809.5455,Medium Risk
1178,14487.0,2,112,2445.8456,6,26,1,12723.228000000001,Low Risk
1179,14488.0,1,46,447.34639999999996,1,67,0,2715.732,Medium Risk
1180,14489.0,1,30,121.1473,1,206,0,1731.7365,High Risk
1181,14491.0,2,17,604.6514,2,174,1,3956.2569999999996,Medium Risk
1182,14493.0,1,95,3130.3401000000003,5,6,0,15988.700500000003,Low Risk
1183,14494.0,1,7,24.8039,1,25,0,276.0195,High Risk
1184,14495.0,1,6,24.3545,2,50,0,399.77250000000004,High Risk
1185,14496.0,2,16,980.2506999999999,2,311,1,6516.2535,Medium Risk
1186,14497.0,1,29,961.6582,1,308,0,6441.291,Medium Risk
1187,14498.0,2,162,9306.4831,5,42,1,47252.415499999996,Low Risk
1188,14499.0,1,146,1199.0838,3,25,0,6572.419000000001,Medium Risk
1189,14500.0,1,6,403.365,3,87,0,2483.825,Medium Risk
1190,14501.0,1,9,72.84609999999999,2,183,0,1316.2305,High Risk
1191,14502.0,1,368,7222.4415,11,19,-1,37357.2075,Low Risk
1192,14503.0,1,113,2444.9304,6,2,0,12599.652000000002,Low Risk
1193,14504.0,1,85,2207.9419,4,46,0,11542.709499999999,Low Risk
1194,14505.0,2,540,13337.4068,8,16,-1,68423.034,Low Risk
1195,14506.0,2,204,5828.1846,5,16,1,29856.923,Low Risk
1196,14507.0,1,79,1959.6289,6,23,0,10176.1445,Low Risk
1197,14508.0,1,52,1181.5011,2,21,0,6178.505499999999,Medium Risk
1198,14511.0,1,53,1183.5736,5,10,0,6148.8679999999995,Medium Risk
1199,14512.0,1,19,1537.1743,2,187,0,8687.8715,Medium Risk
1200,14513.0,1,11,97.02590000000001,3,100,0,1032.1295,High Risk
1201,14514.0,1,65,1288.7737,4,60,0,6956.8685,Medium Risk
1202,14515.0,1,68,1560.3923,6,17,0,8116.961499999999,Medium Risk
1203,14517.0,1,17,679.92,2,32,0,3620.6,Medium Risk
1204,14518.0,1,16,409.57309999999995,1,63,0,2416.8655,Medium Risk
1205,14520.0,1,3,75.8339,2,1,0,403.16949999999997,High Risk
1206,14522.0,1,15,191.39260000000002,4,23,0,1134.9630000000002,High Risk
1207,14523.0,1,12,221.6394,1,107,0,1685.197,High Risk
1208,14524.0,2,161,11946.6206,9,31,1,60411.103,Low Risk
1209,14525.0,2,217,6361.8627,9,19,1,32595.313499999997,Low Risk
1210,14527.0,2,330,43754.2267,55,2,-1,219995.1335,Low Risk
1211,14528.0,1,18,133.0869,1,36,0,905.4345000000001,High Risk
1212,14529.0,1,177,1496.0603,3,59,0,8320.301500000001,Medium Risk
1213,14530.0,1,140,5955.8521,6,25,0,30350.2605,Low Risk
1214,14532.0,2,45,2790.1522,4,235,1,15280.761,Low Risk
1215,14533.0,2,53,262.6168,7,24,1,1624.084,High Risk
1216,14534.0,1,331,9959.875399999999,18,2,-1,50876.37699999999,Low Risk
1217,14535.0,1,280,3667.1531,3,59,-1,19484.7655,Low Risk
1218,14536.0,1,18,663.7674999999999,1,259,0,4673.8375,Medium Risk
1219,14537.0,1,10,98.67490000000001,1,57,0,814.3745,High Risk
1220,14538.0,1,19,321.4054,2,64,0,1994.027,Medium Risk
1221,14539.0,1,31,246.8601,2,15,0,1412.3004999999998,High Risk
1222,14540.0,1,64,1643.2496,3,9,0,8467.248,Medium Risk
1223,14541.0,1,71,975.2727000000001,8,58,0,5413.3635,Medium Risk
1224,14542.0,1,5,148.7725,1,185,0,1689.8625000000002,High Risk
1225,14543.0,2,43,3848.3341,16,28,1,19578.6705,Low Risk
1226,14544.0,2,97,1331.4952999999998,2,23,1,7075.476499999999,Medium Risk
1227,14546.0,1,250,4746.0929,5,4,0,24522.4645,Low Risk
1228,14547.0,1,198,6534.4021999999995,8,3,0,33315.011,Low Risk
1229,14548.0,1,2,26.009999999999998,2,150,0,896.05,High Risk
1230,14549.0,1,56,897.1592,1,310,0,6209.796,Medium Risk
1231,14550.0,1,38,388.6162,2,10,0,2117.081,Medium Risk
1232,14551.0,1,9,421.168,2,17,0,2227.84,Medium Risk
1233,14552.0,1,57,326.1313,1,151,0,2562.6565,Medium Risk
1234,14553.0,1,103,28514.152299999998,5,18,0,142991.7615,Low Risk
1235,14554.0,1,147,3278.5663,4,9,0,16896.8315,Low Risk
1236,14555.0,1,18,235.1147,2,56,0,1519.5735,High Risk
1237,14557.0,1,16,55.0412,1,84,0,749.206,High Risk
1238,14560.0,2,39,2927.6084,22,6,-1,14877.042000000001,Low Risk
1239,14561.0,1,67,577.6175,3,75,0,3478.0874999999996,Medium Risk
1240,14562.0,1,187,9868.2223,18,3,-1,49991.1115,Low Risk
1241,14565.0,2,111,9061.6569,4,95,1,46136.2845,Low Risk
1242,14567.0,1,33,632.1071,2,56,0,3549.5355,Medium Risk
1243,14569.0,1,10,376.3746,1,0,0,1917.873,Medium Risk
1244,14570.0,1,29,514.3247,2,280,0,4068.6235,Medium Risk
1245,14572.0,1,190,4192.0811,7,2,0,21570.4055,Low Risk
1246,14573.0,2,127,8710.6867,9,179,-1,44869.4335,Low Risk
1247,14576.0,1,1,8.7025,1,371,0,1907.5125,Medium Risk
1248,14577.0,2,86,1030.0215,4,12,1,5488.1075,Medium Risk
1249,14578.0,1,24,221.4573,1,2,0,1195.2865,High Risk
1250,14581.0,1,16,101.35289999999999,1,16,0,640.7645,High Risk
1251,14582.0,1,6,143.8646,1,40,0,943.323,High Risk
1252,14583.0,1,243,2451.7567,5,5,0,13034.7835,Low Risk
1253,14584.0,1,68,2012.3563,4,168,0,11123.7815,Low Risk
1254,14585.0,1,29,185.026,1,49,0,1263.13,High Risk
1255,14586.0,1,19,14.5291,1,276,0,1515.6455,High Risk
1256,14587.0,1,170,4175.1633,9,18,0,21513.8165,Low Risk
1257,14589.0,1,3,189.60750000000002,1,371,0,2818.0375000000004,Medium Risk
1258,14591.0,1,138,2609.3125,4,14,0,13548.5625,Low Risk
1259,14592.0,1,132,1306.7508,3,34,0,7113.754,Medium Risk
1260,14593.0,1,127,1439.115,3,21,0,7695.575,Medium Risk
1261,14594.0,2,48,865.2124,2,6,1,4512.062,Medium Risk
1262,14595.0,1,94,1492.4342000000001,6,19,0,7865.171,Medium Risk
1263,14597.0,1,45,126.088,2,10,0,825.4399999999999,High Risk
1264,14598.0,1,49,149.4996,1,43,0,1115.498,High Risk
1265,14600.0,1,25,1004.9589,1,305,0,6630.7945,Medium Risk
1266,14601.0,1,7,18.7866,1,10,0,170.933,High Risk
1267,14603.0,1,2,7.0649999999999995,1,274,0,1417.325,High Risk
1268,14606.0,2,819,52837.2651,95,0,-1,267027.3255,Low Risk
1269,14607.0,1,38,739.3347,14,15,-1,3943.6735,Medium Risk
1270,14608.0,2,8,360.49,4,3,1,1861.45,Medium Risk
1271,14609.0,1,2,0.0769,4,71,0,379.3845,High Risk
1272,14616.0,1,2,49.181400000000004,3,242,0,1475.9070000000002,High Risk
1273,14618.0,1,10,600.2921,3,8,0,3085.4605,Medium Risk
1274,14619.0,1,20,702.245,1,245,0,4802.225,Medium Risk
1275,14620.0,1,26,480.9268,2,205,0,3517.634,Medium Risk
1276,14621.0,2,80,1904.1299,5,0,1,9784.6495,Low Risk
1277,14622.0,1,21,305.4656,1,184,0,2516.328,Medium Risk
1278,14623.0,1,108,2029.2503,5,31,0,10647.2515,Low Risk
1279,14624.0,1,13,78.7264,2,56,0,722.6320000000001,High Risk
1280,14625.0,2,51,1788.9276,2,195,1,10084.637999999999,Low Risk
1281,14626.0,1,108,3760.7132,4,23,0,19260.566,Low Risk
1282,14628.0,1,22,851.5231,2,90,0,4783.6155,Medium Risk
1283,14629.0,1,133,4121.0033,2,3,0,21029.0165,Low Risk
1284,14631.0,1,38,379.4918,3,50,0,2275.459,Medium Risk
1285,14632.0,1,8,98.8168,1,262,0,1834.084,High Risk
1286,14633.0,1,20,755.7924999999999,1,265,0,5169.9625,Medium Risk
1287,14636.0,1,27,321.84630000000004,2,35,0,1875.2315000000003,Medium Risk
1288,14638.0,1,16,482.0621,1,50,0,2714.3105,Medium Risk
1289,14639.0,2,138,7071.058599999999,6,51,1,36052.293,Low Risk
1290,14640.0,1,87,2814.3844,6,23,0,14473.921999999999,Low Risk
1291,14641.0,1,7,15.5439,1,21,0,209.7195,High Risk
1292,14642.0,1,2,25.6261,1,58,0,430.1305,High Risk
1293,14643.0,2,30,198.5119,2,169,1,1939.5595,Medium Risk
1294,14644.0,1,26,969.2567999999999,2,67,0,5269.284,Medium Risk
1295,14645.0,1,28,1972.7882000000004,2,156,0,10737.941000000003,Low Risk
1296,14647.0,1,24,208.7403,1,200,0,2121.7015,Medium Risk
1297,14649.0,1,148,2564.6905,4,4,0,13305.452500000001,Low Risk
1298,14651.0,1,95,1914.7003,2,66,0,10198.5015,Low Risk
1299,14652.0,1,29,431.07939999999996,1,76,0,2628.397,Medium Risk
1300,14653.0,1,154,4647.027,8,0,0,23731.135000000002,Low Risk
1301,14655.0,1,35,627.8412,4,7,0,3297.2059999999997,Medium Risk
1302,14656.0,1,73,1072.7734,2,168,0,6432.867,Medium Risk
1303,14657.0,1,103,1848.337,4,17,0,9653.685,Low Risk
1304,14658.0,1,27,2347.648,2,4,0,11849.240000000002,Low Risk
1305,14659.0,1,147,3453.7703,9,8,0,17787.8515,Low Risk
1306,14660.0,1,24,403.3678,2,86,0,2528.839,Medium Risk
1307,14661.0,1,4,133.11,1,26,0,813.5500000000001,High Risk
1308,14662.0,1,143,1618.1743,4,28,0,8677.8715,Medium Risk
1309,14664.0,1,78,752.5341999999999,2,19,0,4101.671,Medium Risk
1310,14665.0,1,63,3362.1730999999995,5,60,0,17321.865499999996,Low Risk
1311,14666.0,1,14,125.72959999999998,1,23,0,791.6479999999999,High Risk
1312,14667.0,2,354,10369.0678,25,10,-1,53061.33900000001,Low Risk
1313,14669.0,1,158,2240.4849999999997,3,241,-1,12895.425,Low Risk
1314,14670.0,1,107,508.0218,2,279,0,4266.109,Medium Risk
1315,14672.0,1,58,1014.3838,2,234,0,6425.919,Medium Risk
1316,14673.0,2,39,582.4923,5,2,1,3063.4615,Medium Risk
1317,14675.0,1,93,967.4544000000001,1,15,0,5197.272000000001,Medium Risk
1318,14676.0,1,29,239.28300000000002,6,30,0,1459.415,High Risk
1319,14680.0,2,73,2177.4077,16,24,1,11294.0385,Low Risk
1320,14681.0,1,6,437.7525,3,70,0,2570.7625,Medium Risk
1321,14682.0,1,1,0.8450000000000001,2,187,0,952.225,High Risk
1322,14684.0,2,231,2087.8543,5,25,1,11281.271499999999,Low Risk
1323,14687.0,1,15,103.1477,1,106,0,1096.7385,High Risk
1324,14688.0,2,148,3097.9514,21,7,-1,16056.757,Low Risk
1325,14689.0,1,13,105.0325,1,208,0,1610.1625,High Risk
1326,14690.0,1,40,534.3445,2,43,0,3016.7225000000003,Medium Risk
1327,14691.0,1,50,1491.6960000000001,5,30,0,7780.4800000000005,Medium Risk
1328,14692.0,1,53,745.12,4,136,0,4582.6,Medium Risk
1329,14693.0,1,8,201.68,1,263,0,2353.4,Medium Risk
1330,14696.0,2,117,1425.4679,7,3,1,7525.3395,Medium Risk
1331,14697.0,1,22,395.58820000000003,2,217,0,3138.9410000000003,Medium Risk
1332,14698.0,1,148,2863.7843,5,1,0,14789.921499999999,Low Risk
1333,14699.0,1,8,69.7611,1,213,0,1443.8055,High Risk
1334,14700.0,1,80,1169.7811,3,31,0,6257.9055,Medium Risk
1335,14701.0,1,268,8235.846,9,10,0,42071.229999999996,Low Risk
1336,14702.0,2,196,9365.082699999999,17,0,1,47485.413499999995,Low Risk
1337,14703.0,1,22,114.7459,1,14,0,715.7295,High Risk
1338,14704.0,1,288,4165.1921,9,10,0,21777.9605,Low Risk
1339,14705.0,1,1,3.2041,1,198,0,1015.0205,High Risk
1340,14708.0,2,25,484.3359,3,2,1,2522.6794999999997,Medium Risk
1341,14709.0,2,71,2452.9645,13,14,1,12603.8225,Low Risk
1342,14710.0,1,124,978.8601,4,13,0,5349.3005,Medium Risk
1343,14711.0,1,221,100356.13380000001,11,9,0,502534.66900000005,Low Risk
1344,14712.0,1,21,424.1778,3,28,0,2337.889,Medium Risk
1345,14713.0,2,146,3697.7356,11,8,1,19014.678,Low Risk
1346,14714.0,1,10,275.8589,1,23,0,1530.2945,High Risk
1347,14715.0,1,60,1469.4343999999999,4,24,0,7665.172,Medium Risk
1348,14716.0,1,46,238.8012,2,42,0,1552.0059999999999,High Risk
1349,14719.0,1,177,2351.5158,5,1,0,12315.579000000002,Low Risk
1350,14720.0,1,34,1989.2452999999998,3,5,0,10087.226499999999,Low Risk
1351,14722.0,1,28,395.9482,1,146,0,2799.741,Medium Risk
1352,14723.0,2,193,2695.7273,6,9,1,14130.6365,Low Risk
1353,14725.0,1,45,1259.4988,1,24,0,6558.494000000001,Medium Risk
1354,14727.0,1,10,931.2825999999999,1,273,0,6057.413,Medium Risk
1355,14729.0,1,69,599.0008,1,373,0,5073.004,Medium Risk
1356,14730.0,1,317,6797.0256,7,0,-1,34966.128,Low Risk
1357,14731.0,1,38,404.604,3,46,0,2381.02,Medium Risk
1358,14732.0,1,105,2958.9800999999998,8,7,0,15178.9005,Low Risk
1359,14733.0,2,102,4766.9369,12,15,1,24267.6845,Low Risk
1360,14735.0,2,99,3939.8804,30,3,-1,20135.402000000002,Low Risk
1361,14737.0,2,15,293.83459999999997,3,3,1,1545.1729999999998,High Risk
1362,14738.0,1,39,1084.7833,7,42,0,5780.9165,Medium Risk
1363,14739.0,2,47,438.7085,7,3,1,2381.5425,Medium Risk
1364,14740.0,1,85,1435.2185,3,196,0,8425.092499999999,Medium Risk
1365,14741.0,2,35,634.8042,6,11,1,3362.021,Medium Risk
1366,14744.0,2,21,497.9826,7,15,1,2659.913,Medium Risk
1367,14745.0,1,46,322.1136,5,112,0,2330.568,Medium Risk
1368,14747.0,1,18,896.7849999999999,1,248,0,5783.924999999999,Medium Risk
1369,14748.0,2,87,536.7222,5,28,1,3108.6110000000003,Medium Risk
1370,14752.0,1,5,43.9084,1,43,0,455.54200000000003,High Risk
1371,14753.0,1,30,517.6745,1,86,0,3114.3725,Medium Risk
1372,14754.0,1,38,443.5958,2,44,0,2561.979,Medium Risk
1373,14755.0,1,128,7088.821,11,9,0,35919.104999999996,Low Risk
1374,14756.0,1,38,949.6478,1,14,0,4938.239,Medium Risk
1375,14757.0,1,19,444.02139999999997,1,74,0,2653.107,Medium Risk
1376,14758.0,1,54,4693.740699999999,4,144,0,24368.703499999996,Low Risk
1377,14759.0,1,92,4536.6296,3,4,0,22993.148,Low Risk
1378,14760.0,1,5,56.252500000000005,1,296,0,1782.2625,High Risk
1379,14761.0,1,11,68.195,2,58,0,673.9749999999999,High Risk
